Attacker,Defender,AttackType,TotalAttacks,Hits,Misses,Dodges,Criticals,HitRate,DodgeRate,CritRate,TotalDamage,AvgDmgPerAttack,AvgDmgPerHit,TotalKills,BattlesSampled
Skeleton Archer,Rogue,Regular,6,6,0,0,0,1.000,0.000,0.000,132,22.00,22.00,0,1
Skeleton Archer,Scout,Regular,12,9,0,2,1,0.833,0.167,0.083,218,18.17,21.80,1,2
Skeleton Archer,Sorcerer,Regular,12,8,0,1,3,0.917,0.083,0.250,204,17.00,18.55,0,2
Skeleton Archer,Sorcerer,Counterattack,6,4,0,1,1,0.833,0.167,0.167,12,2.00,2.40,0,1
Skeleton Archer,Spearman,Regular,6,5,0,0,1,1.000,0.000,0.167,120,20.00,20.00,0,1
Skeleton Archer,Swordsman,Regular,12,8,0,3,1,0.750,0.250,0.083,211,17.58,23.44,4,7
Skeleton Archer,Swordsman,Counterattack,5,3,2,0,0,0.600,0.000,0.000,24,4.80,8.00,0,3
Skeleton Archer,Warlock,Regular,12,9,0,0,3,1.000,0.000,0.250,231,19.25,19.25,3,2
Skeleton Archer,Warlock,Counterattack,12,3,3,2,4,0.583,0.167,0.333,42,3.50,6.00,0,2
Skeleton Archer,Warrior,Regular,14,11,0,0,3,1.000,0.000,0.214,347,24.79,24.79,1,3
Skeleton Archer,Warrior,Counterattack,1,0,0,0,1,1.000,0.000,1.000,15,15.00,15.00,0,1
Skeleton Archer,Wizard,Regular,12,10,0,1,1,0.917,0.083,0.083,178,14.83,16.18,1,2
Skeleton Archer,Wizard,Counterattack,7,5,1,0,1,0.857,0.000,0.143,13,1.86,2.17,1,1
Sorcerer,Archer,Regular,19,16,0,1,2,0.947,0.053,0.105,708,37.26,39.33,5,9
Sorcerer,Archer,Counterattack,7,4,0,1,2,0.857,0.143,0.286,116,16.57,19.33,0,5
Sorcerer,Assassin,Regular,4,2,0,2,0,0.500,0.500,0.000,74,18.50,37.00,0,2
Sorcerer,Assassin,Counterattack,1,1,0,0,0,1.000,0.000,0.000,16,16.00,16.00,0,1
Sorcerer,Battle Mage,Regular,8,7,0,0,1,1.000,0.000,0.125,277,34.62,34.62,8,4
Sorcerer,Battle Mage,Counterattack,8,4,1,2,1,0.625,0.250,0.125,65,8.12,13.00,0,3
Sorcerer,Cleric,Regular,4,3,0,0,1,1.000,0.000,0.250,145,36.25,36.25,1,2
Sorcerer,Cleric,Counterattack,2,2,0,0,0,1.000,0.000,0.000,20,10.00,10.00,0,2
Sorcerer,Crossbowman,Regular,8,7,0,1,0,0.875,0.125,0.000,259,32.38,37.00,4,3
Sorcerer,Crossbowman,Counterattack,4,2,1,1,0,0.500,0.250,0.000,32,8.00,16.00,0,2
Sorcerer,Fighter,Regular,13,12,0,1,0,0.923,0.077,0.000,444,34.15,37.00,7,10
Sorcerer,Fighter,Counterattack,7,4,2,0,1,0.714,0.000,0.143,90,12.86,18.00,0,5
Sorcerer,Goblin Raider,Regular,8,6,0,1,1,0.875,0.125,0.125,280,35.00,40.00,7,5
Sorcerer,Goblin Raider,Counterattack,2,1,1,0,0,0.500,0.000,0.000,16,8.00,16.00,0,1
Sorcerer,Knight,Regular,40,35,0,1,4,0.975,0.025,0.100,1527,38.17,39.15,14,23
Sorcerer,Knight,Counterattack,13,10,2,1,0,0.769,0.077,0.000,160,12.31,16.00,0,9
Sorcerer,Mage,Regular,6,6,0,0,0,1.000,0.000,0.000,186,31.00,31.00,1,3
Sorcerer,Mage,Counterattack,4,3,1,0,0,0.750,0.000,0.000,30,7.50,10.00,0,2
Sorcerer,Marksman,Regular,3,3,0,0,0,1.000,0.000,0.000,111,37.00,37.00,3,1
Sorcerer,Marksman,Counterattack,3,3,0,0,0,1.000,0.000,0.000,48,16.00,16.00,0,1
Sorcerer,Ogre,Regular,8,8,0,0,0,1.000,0.000,0.000,296,37.00,37.00,4,4
Sorcerer,Ogre,Counterattack,5,4,0,1,0,0.800,0.200,0.000,64,12.80,16.00,0,2
Sorcerer,Orc Warrior,Regular,7,6,0,0,1,1.000,0.000,0.143,280,40.00,40.00,2,3
Sorcerer,Orc Warrior,Counterattack,1,0,1,0,0,0.000,0.000,0.000,0,0.00,0.00,0,1
Sorcerer,Paladin,Regular,18,16,0,1,1,0.944,0.056,0.056,582,32.33,34.24,8,12
Sorcerer,Paladin,Counterattack,8,4,3,1,0,0.500,0.125,0.000,48,6.00,12.00,0,5
Sorcerer,Priest,Regular,5,5,0,0,0,1.000,0.000,0.000,160,32.00,32.00,5,2
Sorcerer,Priest,Counterattack,2,2,0,0,0,1.000,0.000,0.000,22,11.00,11.00,0,1
Sorcerer,Ranger,Regular,7,5,0,1,1,0.857,0.143,0.143,225,32.14,37.50,1,3
Sorcerer,Ranger,Counterattack,1,0,0,1,0,0.000,1.000,0.000,0,0.00,0.00,0,1
Sorcerer,Rogue,Regular,2,2,0,0,0,1.000,0.000,0.000,74,37.00,37.00,2,2
Sorcerer,Scout,Regular,6,2,0,3,1,0.500,0.500,0.167,132,22.00,44.00,3,2
Sorcerer,Skeleton Archer,Regular,5,4,0,1,0,0.800,0.200,0.000,132,26.40,33.00,1,3
Sorcerer,Skeleton Archer,Counterattack,2,2,0,0,0,1.000,0.000,0.000,24,12.00,12.00,0,2
Sorcerer,Spearman,Regular,5,4,0,1,0,0.800,0.200,0.000,148,29.60,37.00,1,2
Sorcerer,Spearman,Counterattack,1,0,1,0,0,0.000,0.000,0.000,0,0.00,0.00,0,1
Sorcerer,Swordsman,Regular,25,18,0,2,5,0.920,0.080,0.200,956,38.24,41.57,9,12
Sorcerer,Swordsman,Counterattack,2,1,1,0,0,0.500,0.000,0.000,16,8.00,16.00,0,2
Sorcerer,Warlock,Regular,16,14,0,1,1,0.938,0.062,0.062,486,30.38,32.40,7,7
Sorcerer,Warlock,Counterattack,3,2,0,1,0,0.667,0.333,0.000,20,6.67,10.00,0,1
Sorcerer,Warrior,Regular,8,8,0,0,0,1.000,0.000,0.000,296,37.00,37.00,5,4
Sorcerer,Warrior,Counterattack,2,2,0,0,0,1.000,0.000,0.000,32,16.00,16.00,0,1
Sorcerer,Wizard,Regular,2,2,0,0,0,1.000,0.000,0.000,60,30.00,30.00,0,2
Sorcerer,Wizard,Counterattack,4,4,0,0,0,1.000,0.000,0.000,36,9.00,9.00,2,2
Spearman,Archer,Regular,30,19,0,7,4,0.767,0.233,0.133,425,14.17,18.48,7,5
Spearman,Archer,Counterattack,19,13,2,4,0,0.684,0.211,0.000,71,3.74,5.46,0,5
Spearman,Assassin,Regular,34,18,0,10,6,0.706,0.294,0.176,462,13.59,19.25,3,8
Spearman,Assassin,Counterattack,17,8,4,2,3,0.647,0.118,0.176,73,4.29,6.64,0,7
Spearman,Battle Mage,Regular,33,25,0,5,3,0.848,0.152,0.091,308,9.33,11.00,3,2
Spearman,Battle Mage,Counterattack,18,9,5,1,3,0.667,0.056,0.167,23,1.28,1.92,2,2
Spearman,Cleric,Regular,27,24,0,0,3,1.000,0.000,0.111,313,11.59,11.59,6,6
Spearman,Cleric,Counterattack,26,17,4,0,5,0.846,0.000,0.192,52,2.00,2.36,0,6
Spearman,Crossbowman,Regular,24,13,0,5,6,0.792,0.208,0.250,286,11.92,15.05,2,2
Spearman,Crossbowman,Counterattack,6,4,1,1,0,0.667,0.167,0.000,8,1.33,2.00,0,1
Spearman,Fighter,Regular,56,42,0,5,9,0.911,0.089,0.161,257,4.59,5.04,1,4
Spearman,Fighter,Counterattack,45,36,6,0,3,0.867,0.000,0.067,39,0.87,1.00,0,4
Spearman,Goblin Raider,Regular,18,13,0,2,3,0.889,0.111,0.167,297,16.50,18.56,0,2
Spearman,Goblin Raider,Counterattack,3,1,1,0,1,0.667,0.000,0.333,17,5.67,8.50,2,1
Spearman,Knight,Regular,102,84,0,6,12,0.941,0.059,0.118,262,2.57,2.73,5,6
Spearman,Knight,Counterattack,71,48,13,3,7,0.775,0.042,0.099,55,0.77,1.00,0,5
Spearman,Mage,Regular,39,31,0,3,5,0.923,0.077,0.128,435,11.15,12.08,7,6
Spearman,Mage,Counterattack,41,33,3,2,3,0.878,0.049,0.073,56,1.37,1.56,2,6
Spearman,Marksman,Regular,21,17,0,0,4,1.000,0.000,0.190,412,19.62,19.62,1,4
Spearman,Marksman,Counterattack,2,1,1,0,0,0.500,0.000,0.000,7,3.50,7.00,0,2
Spearman,Ogre,Regular,21,12,0,2,7,0.905,0.095,0.333,96,4.57,5.05,0,2
Spearman,Ogre,Counterattack,24,17,7,0,0,0.708,0.000,0.000,17,0.71,1.00,3,2
Spearman,Orc Warrior,Regular,64,49,0,5,10,0.922,0.078,0.156,220,3.44,3.73,3,2
Spearman,Orc Warrior,Counterattack,55,36,13,1,5,0.745,0.018,0.091,41,0.75,1.00,0,2
Spearman,Paladin,Regular,164,121,0,18,25,0.890,0.110,0.152,567,3.46,3.88,15,12
Spearman,Paladin,Counterattack,94,61,15,11,7,0.723,0.117,0.074,68,0.72,1.00,1,7
Spearman,Priest,Regular,24,18,0,4,2,0.833,0.167,0.083,273,11.38,13.65,6,4
Spearman,Priest,Counterattack,16,9,4,1,2,0.688,0.062,0.125,50,3.12,4.55,1,4
Spearman,Ranger,Regular,27,19,0,5,3,0.815,0.185,0.111,281,10.41,12.77,8,2
Spearman,Ranger,Counterattack,18,9,4,2,3,0.667,0.111,0.167,35,1.94,2.92,0,2
Spearman,Rogue,Regular,25,17,0,6,2,0.760,0.240,0.080,306,12.24,16.11,3,4
Spearman,Rogue,Counterattack,6,3,3,0,0,0.500,0.000,0.000,11,1.83,3.67,0,3
Spearman,Scout,Regular,18,15,0,2,1,0.889,0.111,0.056,244,13.56,15.25,0,2
Spearman,Scout,Counterattack,3,2,0,1,0,0.667,0.333,0.000,8,2.67,4.00,0,1
Spearman,Skeleton Archer,Regular,13,11,0,0,2,1.000,0.000,0.154,278,21.38,21.38,1,2
Spearman,Skeleton Archer,Counterattack,6,4,2,0,0,0.667,0.000,0.000,32,5.33,8.00,2,1
Spearman,Sorcerer,Regular,22,19,0,2,1,0.909,0.091,0.045,305,13.86,15.25,1,6
Spearman,Sorcerer,Counterattack,14,9,3,1,1,0.714,0.071,0.071,51,3.64,5.10,2,4
Spearman,Spearman,Regular,22,19,0,0,3,1.000,0.000,0.136,75,3.41,3.41,0,2
Spearman,Spearman,Counterattack,21,11,5,3,2,0.619,0.143,0.095,15,0.71,1.15,0,2
Spearman,Swordsman,Regular,46,37,0,6,3,0.870,0.130,0.065,444,9.65,11.10,6,12
Spearman,Swordsman,Counterattack,19,11,5,2,1,0.632,0.105,0.053,14,0.74,1.17,0,5
Spearman,Warlock,Regular,14,12,0,2,0,0.857,0.143,0.000,156,11.14,13.00,0,2
Spearman,Warlock,Counterattack,6,2,0,2,2,0.667,0.333,0.333,18,3.00,4.50,1,2
Spearman,Warrior,Regular,33,26,0,3,4,0.909,0.091,0.121,254,7.70,8.47,1,2
Spearman,Warrior,Counterattack,24,17,3,1,3,0.833,0.042,0.125,22,0.92,1.10,0,2
Spearman,Wizard,Regular,42,33,0,1,8,0.976,0.024,0.190,694,16.52,16.93,11,12
Spearman,Wizard,Counterattack,15,10,3,1,1,0.733,0.067,0.067,52,3.47,4.73,0,6
Swordsman,Archer,Regular,26,17,0,4,5,0.846,0.154,0.192,467,17.96,21.23,2,7
Swordsman,Archer,Counterattack,16,7,2,2,5,0.750,0.125,0.312,105,6.56,8.75,2,6
Swordsman,Assassin,Regular,23,15,0,2,6,0.913,0.087,0.261,461,20.04,21.95,2,4
Swordsman,Assassin,Counterattack,4,2,1,1,0,0.500,0.250,0.000,13,3.25,6.50,0,2
Swordsman,Battle Mage,Regular,24,18,0,1,5,0.958,0.042,0.208,310,12.92,13.48,4,2
Swordsman,Battle Mage,Counterattack,30,22,3,3,2,0.800,0.100,0.067,43,1.43,1.79,5,3
Swordsman,Cleric,Regular,27,23,0,2,2,0.926,0.074,0.074,308,11.41,12.32,5,8
Swordsman,Cleric,Counterattack,20,13,1,2,4,0.850,0.100,0.200,54,2.70,3.18,2,9
Swordsman,Crossbowman,Regular,38,27,0,4,7,0.895,0.105,0.184,534,14.05,15.71,2,12
Swordsman,Crossbowman,Counterattack,24,14,5,2,3,0.708,0.083,0.125,38,1.58,2.24,0,11
Swordsman,Fighter,Regular,23,13,0,5,5,0.783,0.217,0.217,155,6.74,8.61,0,7
Swordsman,Fighter,Counterattack,25,13,5,3,4,0.680,0.120,0.160,20,0.80,1.18,0,8
Swordsman,Goblin Raider,Regular,28,17,0,6,5,0.786,0.214,0.179,447,15.96,20.32,3,8
Swordsman,Goblin Raider,Counterattack,28,12,10,3,3,0.536,0.107,0.107,111,3.96,7.40,1,11
Swordsman,Knight,Regular,70,47,0,6,17,0.914,0.086,0.243,303,4.33,4.73,6,13
Swordsman,Knight,Counterattack,59,38,12,3,6,0.746,0.051,0.102,44,0.75,1.00,0,10
Swordsman,Mage,Regular,39,27,0,1,11,0.974,0.026,0.282,620,15.90,16.32,11,13
Swordsman,Mage,Counterattack,31,20,5,1,5,0.806,0.032,0.161,79,2.55,3.16,0,13
Swordsman,Marksman,Regular,11,7,0,2,2,0.818,0.182,0.182,196,17.82,21.78,5,3
Swordsman,Marksman,Counterattack,17,10,2,3,2,0.706,0.176,0.118,98,5.76,8.17,0,5
Swordsman,Ogre,Regular,34,24,0,5,5,0.853,0.147,0.147,129,3.79,4.45,1,4
Swordsman,Ogre,Counterattack,34,26,6,0,2,0.824,0.000,0.059,28,0.82,1.00,4,5
Swordsman,Orc Warrior,Regular,112,83,0,11,18,0.902,0.098,0.161,458,4.09,4.53,6,5
Swordsman,Orc Warrior,Counterattack,84,50,19,3,12,0.738,0.036,0.143,63,0.75,1.02,0,4
Swordsman,Paladin,Regular,142,111,0,5,26,0.965,0.035,0.183,858,6.04,6.26,10,30
Swordsman,Paladin,Counterattack,117,70,27,2,18,0.752,0.017,0.154,97,0.83,1.10,0,29
Swordsman,Priest,Regular,22,18,0,0,4,1.000,0.000,0.182,358,16.27,16.27,5,7
Swordsman,Priest,Counterattack,13,10,2,0,1,0.846,0.000,0.077,54,4.15,4.91,4,5
Swordsman,Ranger,Regular,22,17,0,3,2,0.864,0.136,0.091,271,12.32,14.26,1,3
Swordsman,Ranger,Counterattack,17,10,3,3,1,0.647,0.176,0.059,35,2.06,3.18,0,5
Swordsman,Rogue,Regular,15,12,0,1,2,0.933,0.067,0.133,264,17.60,18.86,7,2
Swordsman,Rogue,Counterattack,15,10,2,1,2,0.800,0.067,0.133,76,5.07,6.33,0,2
Swordsman,Scout,Regular,23,16,0,2,5,0.913,0.087,0.217,410,17.83,19.52,16,5
Swordsman,Scout,Counterattack,21,13,1,1,6,0.905,0.048,0.286,136,6.48,7.16,0,4
Swordsman,Skeleton Archer,Regular,19,13,0,5,1,0.737,0.263,0.053,314,16.53,22.43,1,3
Swordsman,Skeleton Archer,Counterattack,7,3,1,0,3,0.857,0.000,0.429,74,10.57,12.33,2,3
Swordsman,Sorcerer,Regular,19,16,0,1,2,0.947,0.053,0.105,324,17.05,18.00,2,8
Swordsman,Sorcerer,Counterattack,16,8,3,1,4,0.750,0.062,0.250,76,4.75,6.33,0,7
Swordsman,Spearman,Regular,32,21,0,5,6,0.844,0.156,0.188,260,8.12,9.63,1,7
Swordsman,Spearman,Counterattack,30,15,7,4,4,0.633,0.133,0.133,28,0.93,1.47,0,9
Swordsman,Swordsman,Regular,75,53,0,8,14,0.893,0.107,0.187,1007,13.43,15.03,13,22
Swordsman,Swordsman,Counterattack,48,29,8,5,6,0.729,0.104,0.125,76,1.58,2.17,0,10
Swordsman,Warlock,Regular,27,15,0,1,11,0.963,0.037,0.407,536,19.85,20.62,5,7
Swordsman,Warlock,Counterattack,18,11,0,3,4,0.833,0.167,0.222,72,4.00,4.80,0,5
Swordsman,Warrior,Regular,115,89,0,5,21,0.957,0.043,0.183,1025,8.91,9.32,9,19
Swordsman,Warrior,Counterattack,81,49,16,6,10,0.728,0.074,0.123,71,0.88,1.20,0,18
Swordsman,Wizard,Regular,35,27,0,3,5,0.914,0.086,0.143,562,16.06,17.56,3,19
Swordsman,Wizard,Counterattack,11,5,4,1,1,0.545,0.091,0.091,35,3.18,5.83,0,6
Warlock,Archer,Regular,1,1,0,0,0,1.000,0.000,0.000,34,34.00,34.00,0,1
Warlock,Fighter,Regular,8,7,0,1,0,0.875,0.125,0.000,238,29.75,34.00,1,5
Warlock,Knight,Regular,23,21,0,1,1,0.957,0.043,0.043,767,33.35,34.86,10,18
Warlock,Knight,Counterattack,3,3,0,0,0,1.000,0.000,0.000,42,14.00,14.00,1,3
Warlock,Mage,Regular,1,1,0,0,0,1.000,0.000,0.000,28,28.00,28.00,0,1
Warlock,Marksman,Regular,1,1,0,0,0,1.000,0.000,0.000,34,34.00,34.00,1,1
Warlock,Ogre,Regular,8,7,0,0,1,1.000,0.000,0.125,291,36.38,36.38,5,3
Warlock,Ogre,Counterattack,5,2,1,1,1,0.600,0.200,0.200,52,10.40,17.33,0,2
Warlock,Orc Warrior,Regular,21,17,0,2,2,0.905,0.095,0.095,416,19.81,21.89,8,3
Warlock,Orc Warrior,Counterattack,15,11,2,0,2,0.867,0.000,0.133,136,9.07,10.46,1,3
Warlock,Paladin,Regular,3,2,0,0,1,1.000,0.000,0.333,109,36.33,36.33,1,3
Warlock,Ranger,Regular,1,1,0,0,0,1.000,0.000,0.000,32,32.00,32.00,1,1
Warlock,Scout,Regular,1,1,0,0,0,1.000,0.000,0.000,34,34.00,34.00,1,1
Warlock,Scout,Counterattack,1,0,1,0,0,0.000,0.000,0.000,0,0.00,0.00,0,1
Warlock,Skeleton Archer,Regular,1,1,0,0,0,1.000,0.000,0.000,30,30.00,30.00,1,1
Warlock,Spearman,Regular,3,3,0,0,0,1.000,0.000,0.000,102,34.00,34.00,0,3
Warlock,Swordsman,Regular,2,1,0,1,0,0.500,0.500,0.000,34,17.00,34.00,0,2
Warlock,Warrior,Regular,3,3,0,0,0,1.000,0.000,0.000,102,34.00,34.00,2,3
Warlock,Warrior,Counterattack,1,0,0,0,1,1.000,0.000,1.000,24,24.00,24.00,0,1
Warlock,Wizard,Regular,1,1,0,0,0,1.000,0.000,0.000,27,27.00,27.00,0,1
Warlock,Wizard,Counterattack,1,0,1,0,0,0.000,0.000,0.000,0,0.00,0.00,0,1
Warrior,Archer,Regular,47,35,0,8,4,0.830,0.170,0.085,933,19.85,23.92,18,15
Warrior,Archer,Counterattack,32,22,4,3,3,0.781,0.094,0.094,231,7.22,9.24,0,9
Warrior,Assassin,Regular,7,6,0,0,1,1.000,0.000,0.143,169,24.14,24.14,0,4
Warrior,Assassin,Counterattack,4,2,1,1,0,0.500,0.250,0.000,16,4.00,8.00,0,1
Warrior,Battle Mage,Regular,18,17,0,0,1,1.000,0.000,0.056,329,18.28,18.28,1,2
Warrior,Battle Mage,Counterattack,18,11,2,5,0,0.611,0.278,0.000,37,2.06,3.36,0,2
Warrior,Cleric,Regular,11,8,0,0,3,1.000,0.000,0.273,252,22.91,22.91,6,3
Warrior,Cleric,Counterattack,10,9,0,1,0,0.900,0.100,0.000,46,4.60,5.11,0,2
Warrior,Crossbowman,Regular,32,24,0,4,4,0.875,0.125,0.125,528,16.50,18.86,8,5
Warrior,Crossbowman,Counterattack,30,23,5,2,0,0.767,0.067,0.000,64,2.13,2.78,1,5
Warrior,Fighter,Regular,57,42,0,2,13,0.965,0.035,0.228,769,13.49,13.98,12,12
Warrior,Fighter,Counterattack,55,36,9,5,5,0.745,0.091,0.091,58,1.05,1.41,0,12
Warrior,Goblin Raider,Regular,16,13,0,2,1,0.875,0.125,0.062,328,20.50,23.43,10,2
Warrior,Goblin Raider,Counterattack,14,10,1,2,1,0.786,0.143,0.071,101,7.21,9.18,0,3
Warrior,Knight,Regular,130,101,0,10,19,0.923,0.077,0.146,1091,8.39,9.09,16,18
Warrior,Knight,Counterattack,94,55,22,8,9,0.681,0.085,0.096,68,0.72,1.06,2,15
Warrior,Mage,Regular,29,28,0,1,0,0.966,0.034,0.000,500,17.24,17.86,6,9
Warrior,Mage,Counterattack,17,12,1,0,4,0.941,0.000,0.235,90,5.29,5.62,3,5
Warrior,Marksman,Regular,20,12,0,4,4,0.800,0.200,0.200,431,21.55,26.94,10,7
Warrior,Marksman,Counterattack,18,8,4,4,2,0.556,0.222,0.111,108,6.00,10.80,0,5
Warrior,Ogre,Regular,18,15,0,1,2,0.944,0.056,0.111,121,6.72,7.12,1,2
Warrior,Ogre,Counterattack,16,9,4,0,3,0.750,0.000,0.188,13,0.81,1.08,0,3
Warrior,Orc Warrior,Regular,34,27,0,2,5,0.941,0.059,0.147,390,11.47,12.19,7,3
Warrior,Orc Warrior,Counterattack,27,19,4,1,3,0.815,0.037,0.111,26,0.96,1.18,0,2
Warrior,Paladin,Regular,103,85,0,5,13,0.951,0.049,0.126,1053,10.22,10.74,17,15
Warrior,Paladin,Counterattack,84,47,24,4,9,0.667,0.048,0.107,68,0.81,1.21,0,13
Warrior,Priest,Regular,12,9,0,0,3,1.000,0.000,0.250,304,25.33,25.33,8,2
Warrior,Priest,Counterattack,6,3,2,0,1,0.667,0.000,0.167,39,6.50,9.75,0,2
Warrior,Ranger,Regular,19,12,0,3,4,0.842,0.158,0.211,358,18.84,22.38,1,5
Warrior,Ranger,Counterattack,12,8,4,0,0,0.667,0.000,0.000,44,3.67,5.50,2,3
Warrior,Rogue,Regular,13,10,0,2,1,0.846,0.154,0.077,250,19.23,22.73,6,2
Warrior,Rogue,Counterattack,10,5,3,2,0,0.500,0.200,0.000,38,3.80,7.60,0,2
Warrior,Scout,Regular,23,16,0,2,5,0.913,0.087,0.217,533,23.17,25.38,18,4
Warrior,Scout,Counterattack,23,12,9,1,1,0.565,0.043,0.043,114,4.96,8.77,0,5
Warrior,Skeleton Archer,Regular,12,10,0,1,1,0.917,0.083,0.083,294,24.50,26.73,9,6
Warrior,Skeleton Archer,Counterattack,11,7,2,1,1,0.727,0.091,0.091,100,9.09,12.50,3,4
Warrior,Sorcerer,Regular,27,21,0,3,3,0.889,0.111,0.111,542,20.07,22.58,8,12
Warrior,Sorcerer,Counterattack,23,12,4,4,3,0.652,0.174,0.130,127,5.52,8.47,1,11
Warrior,Spearman,Regular,17,14,0,0,3,1.000,0.000,0.176,269,15.82,15.82,6,2
Warrior,Spearman,Counterattack,14,11,3,0,0,0.786,0.000,0.000,13,0.93,1.18,0,2
Warrior,Swordsman,Regular,32,23,0,5,4,0.844,0.156,0.125,503,15.72,18.63,3,15
Warrior,Swordsman,Counterattack,18,13,4,1,0,0.722,0.056,0.000,31,1.72,2.38,0,10
Warrior,Warlock,Regular,29,26,0,0,3,1.000,0.000,0.103,606,20.90,20.90,12,8
Warrior,Warlock,Counterattack,31,14,7,3,7,0.677,0.097,0.226,162,5.23,7.71,0,10
Warrior,Warrior,Regular,13,12,0,0,1,1.000,0.000,0.077,181,13.92,13.92,6,7
Warrior,Warrior,Counterattack,5,2,3,0,0,0.400,0.000,0.000,2,0.40,1.00,0,3
Warrior,Wizard,Regular,29,28,0,0,1,1.000,0.000,0.034,620,21.38,21.38,10,8
Warrior,Wizard,Counterattack,26,16,5,1,4,0.769,0.038,0.154,166,6.38,8.30,1,8
Wizard,Archer,Regular,38,24,0,7,7,0.816,0.184,0.184,1356,35.68,43.74,14,23
Wizard,Archer,Counterattack,12,6,2,1,3,0.750,0.083,0.250,179,14.92,19.89,1,7
Wizard,Assassin,Regular,5,4,0,0,1,1.000,0.000,0.200,222,44.40,44.40,5,5
Wizard,Assassin,Counterattack,2,1,0,1,0,0.500,0.500,0.000,17,8.50,17.00,0,2
Wizard,Battle Mage,Regular,10,7,0,2,1,0.800,0.200,0.100,269,26.90,33.62,7,2
Wizard,Battle Mage,Counterattack,15,11,3,0,1,0.800,0.000,0.067,140,9.33,11.67,0,5
Wizard,Cleric,Regular,9,7,0,1,1,0.889,0.111,0.111,251,27.89,31.38,4,4
Wizard,Cleric,Counterattack,9,4,3,2,0,0.444,0.222,0.000,34,3.78,8.50,1,4
Wizard,Crossbowman,Regular,20,16,0,1,3,0.950,0.050,0.150,826,41.30,43.47,19,8
Wizard,Crossbowman,Counterattack,8,6,2,0,0,0.750,0.000,0.000,102,12.75,17.00,0,6
Wizard,Fighter,Regular,21,19,0,2,0,0.905,0.095,0.000,640,30.48,33.68,2,12
Wizard,Fighter,Counterattack,4,2,1,0,1,0.750,0.000,0.250,50,12.50,16.67,1,3
Wizard,Goblin Raider,Regular,31,24,0,3,4,0.903,0.097,0.129,1208,38.97,43.14,28,10
Wizard,Goblin Raider,Counterattack,49,28,11,7,3,0.633,0.143,0.061,560,11.43,18.06,1,9
Wizard,Knight,Regular,61,47,0,8,6,0.869,0.131,0.098,2211,36.25,41.72,20,38
Wizard,Knight,Counterattack,20,12,4,0,4,0.800,0.000,0.200,302,15.10,18.88,1,12
Wizard,Mage,Regular,14,14,0,0,0,1.000,0.000,0.000,450,32.14,32.14,3,4
Wizard,Mage,Counterattack,5,4,1,0,0,0.800,0.000,0.000,40,8.00,10.00,0,2
Wizard,Marksman,Regular,10,8,0,0,2,1.000,0.000,0.200,444,44.40,44.40,10,3
Wizard,Marksman,Counterattack,6,3,3,0,0,0.500,0.000,0.000,51,8.50,17.00,0,1
Wizard,Ogre,Regular,3,3,0,0,0,1.000,0.000,0.000,120,40.00,40.00,1,1
Wizard,Ogre,Counterattack,3,2,0,0,1,1.000,0.000,0.333,62,20.67,20.67,0,2
Wizard,Orc Warrior,Regular,16,12,0,1,3,0.938,0.062,0.188,548,34.25,36.53,5,4
Wizard,Orc Warrior,Counterattack,5,3,1,0,1,0.800,0.000,0.200,71,14.20,17.75,2,3
Wizard,Paladin,Regular,24,24,0,0,0,1.000,0.000,0.000,756,31.50,31.50,9,9
Wizard,Paladin,Counterattack,13,7,4,1,1,0.615,0.077,0.077,99,7.62,12.38,1,6
Wizard,Priest,Regular,15,12,0,2,1,0.867,0.133,0.067,423,28.20,32.54,7,4
Wizard,Ranger,Regular,7,5,0,1,1,0.857,0.143,0.143,244,34.86,40.67,6,3
Wizard,Ranger,Counterattack,14,8,3,0,3,0.786,0.000,0.214,168,12.00,15.27,0,4
Wizard,Rogue,Regular,14,12,0,2,0,0.857,0.143,0.000,480,34.29,40.00,12,4
Wizard,Scout,Regular,9,7,0,1,1,0.889,0.111,0.111,330,36.67,41.25,8,2
Wizard,Scout,Counterattack,6,4,1,1,0,0.667,0.167,0.000,64,10.67,16.00,0,1
Wizard,Skeleton Archer,Regular,11,9,0,0,2,1.000,0.000,0.182,440,40.00,40.00,11,5
Wizard,Skeleton Archer,Counterattack,3,3,0,0,0,1.000,0.000,0.000,39,13.00,13.00,0,2
Wizard,Sorcerer,Regular,34,30,0,2,2,0.941,0.059,0.059,1100,32.35,34.38,17,8
Wizard,Sorcerer,Counterattack,50,30,9,5,6,0.720,0.100,0.120,426,8.52,11.83,3,5
Wizard,Spearman,Regular,16,14,0,1,1,0.938,0.062,0.062,550,34.38,36.67,2,8
Wizard,Spearman,Counterattack,4,3,1,0,0,0.750,0.000,0.000,45,11.25,15.00,1,3
Wizard,Swordsman,Regular,35,27,0,3,5,0.914,0.086,0.143,1380,39.43,43.12,12,23
Wizard,Swordsman,Counterattack,8,5,3,0,0,0.625,0.000,0.000,85,10.62,17.00,3,5
Wizard,Warlock,Regular,19,16,0,2,1,0.895,0.105,0.053,600,31.58,35.29,12,6
Wizard,Warlock,Counterattack,21,14,3,3,1,0.714,0.143,0.048,176,8.38,11.73,0,6
Wizard,Warrior,Regular,35,26,0,5,4,0.857,0.143,0.114,1208,34.51,40.27,10,17
Wizard,Warrior,Counterattack,16,11,2,0,3,0.875,0.000,0.188,257,16.06,18.36,1,9
